"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","predicted"
"400","2802",0.53,3.9,6.9,768,1088,112.7584382836,140.60533751894
"401","2814",0.52,3.7,10,813,961,157.578720867,122.001300428802
"402","2824",0.85,6.9,15.4,4606,2057,25.3767512967,66.27436363191
"403","2826",0.82,6.9,15.1,3442,1862,68.9171759338,72.6251519138928
"404","2857",0.93,15.2,28.2,6961,1199,9.910764685,8.93241399121358
"405","288",0.66,6.1,8.2,2023,2034,76.5438639908,122.947653107081
"406","2884",0.92,11.8,23.9,6576,1484,7.6182989996,16.4893745462981
"407","2899",0.92,14.8,24.9,6192,1362,13.0209102684,14.2222704494064
"408","2919",0.78,6.6,15.3,3071,1877,49.7125769182,96.25158908712
"409","292",0.72,6.4,9.9,2505,2110,74.572538131,100.481328146587
"410","2943",0.9,12.4,22.8,5255,1553,11.0610552137,19.2179783477708
"411","296",0.73,7.4,9.5,2287,1854,141.9782136623,109.012448078997
"412","2968",0.89,8.3,16.8,5391,1921,15.1274651342,26.8658079680816
"413","2973",0.88,10.5,19.4,5331,1713,22.3085099444,25.1408926964878
"414","299",0.75,7.3,11.2,2770,2018,74.7150739678,115.738761658703
"415","2999",0.94,17.8,31,6265,1153,10.6192260246,7.89940423370617
"416","3005",0.77,5.4,10.5,2612,1837,127.3291389547,122.229006056207
"417","3013",0.86,8.3,15.7,4386,1878,23.3873777929,29.4880785738772
